partID,productLine,prodCategory
part77e35f0,linec1,Marketables
part77e7bbd,line94,Machines
part77edada,line94,Machines
part77eff0c,line49,Liquids
part77f70d0,linea3,Marketables
part77f9bd,line55,SpareParts
part7804c62,line49,Liquids
part780d60f,lined6,Liquids
part7812fef,linec1,Marketables
part7819fcf,line49,Liquids
part781b851,linec1,Marketables
part7822ab5,linea3,Marketables
part7826a2e,line4c,Liquids
part782968c,linea3,Marketables
part782aaaf,line55,SpareParts
part78316ae,linea3,Marketables
part783424b,linec1,Marketables
part78379db,linec8,Machines
part783a2cc,line9b,Machines
part783a66c,linec1,Marketables
part78418e9,line4c,Liquids
part78432ec,line4c,Liquids
part784489b,lined6,Liquids
part7847a11,line55,SpareParts
part784872b,line49,Liquids
part784b2eb,linec1,Marketables
part784e3a2,line4c,Liquids
part7862ec4,line55,SpareParts
part786d816,line4c,Liquids
part786ffba,line55,SpareParts
part7872016,line71,Machines
part7872584,linea3,Marketables
part78738cb,lined6,Liquids
part7879fd6,line55,SpareParts
part787b084,line49,Liquids
part7882edf,line55,SpareParts
part789083,line55,SpareParts
part7891a67,lined6,Liquids
part78abb91,line55,SpareParts
part78b43fc,line4b,Machines
part78b5ca5,lined6,Liquids
part78b9ade,linec1,Marketables
part78c47f,lined6,Liquids
part78c4d20,linec1,Marketables
part78c9f1a,linec1,Marketables
part78d5314,lined6,Liquids
part78d545c,line55,SpareParts
part78d76d7,line55,SpareParts
part78d8f73,linea3,Marketables
part78dc0df,line49,Liquids
part78de039,line4c,Liquids
part78e3b14,linea3,Marketables
part78ea198,lined6,Liquids
part78f020f,linea3,Marketables
part78ff3df,line55,SpareParts
part7900e79,line4c,Liquids
part790412a,line9b,Machines
part790b4c8,linec1,Marketables
part790f677,linec1,Marketables
part791c237,line9b,Machines
part792ad7e,linec1,Marketables
part7931ce3,line94,Machines
part7933233,lined6,Liquids
part793b1c3,linec1,Marketables
part7940c13,line4c,Liquids
part7941b09,line49,Liquids
part7947146,lined6,Liquids
part79489cc,lined6,Liquids
part794db89,line55,SpareParts
part7958a82,line4b,Machines
part795cd84,linea3,Marketables
part795d1a4,line9b,Machines
part79691ea,lined6,Liquids
part796f3b9,linea3,Marketables
part7970b5f,line49,Liquids
part7971511,line55,SpareParts
part79774f7,line55,SpareParts
part7986720,line55,SpareParts
part799b526,line55,SpareParts
part799b861,line49,Liquids
part799db0b,line55,SpareParts
part79b3e75,lined6,Liquids
part79b4e40,linea3,Marketables
part79b66e5,linea3,Marketables
part79b7a9c,lined6,Liquids
part79c34f1,linea3,Marketables
part79d82fe,linec1,Marketables
part79da682,linea3,Marketables
part79da9af,line4b,Machines
part79e00e0,lined6,Liquids
part79e25bb,linea3,Marketables
part79ea334,line55,SpareParts
part79ea856,linea3,Marketables
part79ec9f2,line55,SpareParts
part79ecb0e,line4b,Machines
part79f1cff,line49,Liquids
part7a078f6,line49,Liquids
part7a08b6f,line4c,Liquids
part7a0bf03,linea3,Marketables
part7a10e25,linea3,Marketables
part7a130ac,line4c,Liquids
part7a1df5b,linea3,Marketables
part7a21e7a,linea3,Marketables
part7a22761,lineb8,Machines
part7a29dca,line39,Machines
part7a29e1e,linea3,Marketables
part7a29fa7,line55,SpareParts
part7a2d2f2,line4b,Machines
part7a2da73,line55,SpareParts
part7a2e346,line55,SpareParts
part7a3c2e2,linea3,Marketables
part7a40186,linea3,Marketables
part7a41778,line55,SpareParts
part7a46c9,lined6,Liquids
part7a49671,linea3,Marketables
part7a4c182,linea3,Marketables
part7a5cadd,linea3,Marketables
part7a70523,linec1,Marketables
part7a723a9,line55,SpareParts
part7a735d1,line55,SpareParts
part7a789e8,line55,SpareParts
part7a7b723,line39,Machines
part7a7e369,line55,SpareParts
part7a8405a,line94,Machines
part7a8d750,linea3,Marketables
part7a90574,line55,SpareParts
part7a923c5,line4b,Machines
part7a99a21,line55,SpareParts
part7a9d34f,line55,SpareParts
part7a9eb1,linec1,Marketables
part7a9fa60,line6d,Machines
part7aa0e3b,linea3,Marketables
part7aa317d,line55,SpareParts
part7aa764a,linea3,Marketables
part7aafcc,lined6,Liquids
part7ab7ef3,line71,Machines
part7ac0dba,lined6,Liquids
part7ac9723,line55,SpareParts
part7ad471c,line49,Liquids
part7ad57c4,line49,Liquids
part7ad8cf7,line61,Machines
part7ae17c7,linea3,Marketables
part7ae3035,line39,Machines
part7ae9dc2,line55,SpareParts
part7afe9d,line55,SpareParts
part7b0b8e2,line9b,Machines
part7b0fee5,linea3,Marketables
part7b117cd,line55,SpareParts
part7b1a219,linea3,Marketables
part7b1a7ca,line55,SpareParts
part7b1c1f7,line55,SpareParts
part7b231d7,line55,SpareParts
part7b25642,lined6,Liquids
part7b278c,linec1,Marketables
part7b2d735,lined6,Liquids
part7b2e680,linea3,Marketables
part7b304af,linea3,Marketables
part7b30d9b,line4c,Liquids
part7b31f82,linea3,Marketables
part7b36ede,linea3,Marketables
part7b3bfa0,linea3,Marketables
part7b429d7,line4c,Liquids
part7b5ae8a,line55,SpareParts
part7b5b875,line6d,Machines
part7b5eaad,linea3,Marketables
part7b627f4,linea3,Marketables
part7b6626f,line49,Liquids
part7b66402,line55,SpareParts
part7b6f68a,linea3,Marketables
part7b724d9,line55,SpareParts
part7b7aa26,linea3,Marketables
part7b93344,line55,SpareParts
part7b946b0,linec1,Marketables
part7b98f1,line49,Liquids
part7b9a47b,linea3,Marketables
part7ba1b78,linec1,Marketables
part7ba47e2,linec1,Marketables
part7baafd,lined6,Liquids
part7bb884,linea3,Marketables
part7bc10bf,line39,Machines
part7bc524f,lined6,Liquids
part7bc6eb8,linea3,Marketables
part7bcf2f3,line55,SpareParts
part7bd3e6e,line49,Liquids
part7bd533c,linea3,Marketables
part7bd6fad,linea3,Marketables
part7be0d27,line61,Machines
part7be9d8f,lined6,Liquids
part7bf373f,line49,Liquids
part7bf3a12,linea3,Marketables
part7bf5a21,line55,SpareParts
part7bfa041,line55,SpareParts
part7bfbc60,line55,SpareParts
part7c01c4e,lined6,Liquids
part7c05458,linec1,Marketables
part7c05e12,linec1,Marketables
part7c0f90c,lined6,Liquids
part7c0fab4,linea3,Marketables
part7c1da0e,linec1,Marketables
part7c1e29d,line49,Liquids
part7c1f84b,line60,Machines
part7c25165,lined6,Liquids
part7c254e6,line4c,Liquids
part7c3c359,linea3,Marketables
part7c3f878,linea3,Marketables
part7c41af6,linec1,Marketables
part7c440f9,line55,SpareParts
part7c50b0b,line49,Liquids
part7c50ea4,linea3,Marketables
part7c58830,lined6,Liquids
part7c5b793,linec1,Marketables
part7c63585,line60,Machines
part7c66643,linea3,Marketables
part7c6be6f,linec1,Marketables
part7c6e4fb,linec1,Marketables
part7c6e57f,line55,SpareParts
part7c7831d,lined6,Liquids
part7c7f02f,line55,SpareParts
part7c8ba42,lined6,Liquids
part7c8edde,line49,Liquids
part7c8f391,line49,Liquids
part7c91da0,line55,SpareParts
part7c9366d,linea3,Marketables
part7ca72f4,linea3,Marketables
part7cac236,lined6,Liquids
part7cb0a13,linea3,Marketables
part7cb107a,lined6,Liquids
part7cb2bd4,linea3,Marketables
part7cb7f9d,linec1,Marketables
part7cb8f8e,line9b,Machines
part7cbfaaa,linea3,Marketables
part7ccc92f,lined6,Liquids
part7cd0844,line49,Liquids
part7cd17e6,line55,SpareParts
part7cd2700,line49,Liquids
part7ce5e3a,line55,SpareParts
part7ce62fe,linea3,Marketables
part7ce8404,lined6,Liquids
part7cea6d2,linec1,Marketables
part7cef509,linea3,Marketables
part7cf2e0e,line55,SpareParts
part7d0354b,line6d,Machines
part7d04324,linea3,Marketables
part7d0d6ed,linec1,Marketables
part7d10f20,line55,SpareParts
part7d16e14,lineb8,Machines
part7d202c1,line49,Liquids
part7d2ce6,line4c,Liquids
part7d3cde6,line9b,Machines
part7d43182,linea3,Marketables
part7d4b476,linea3,Marketables
part7d4ef36,line55,SpareParts
part7d61c06,line55,SpareParts
part7d62c29,linec1,Marketables
part7d7ec6d,lined6,Liquids
part7d86a37,linea3,Marketables
part7d8a2cd,lined6,Liquids
part7d901f,line4b,Machines
part7d94b2f,linea3,Marketables
part7d9d27c,linea3,Marketables
part7da032d,line55,SpareParts
part7da8f09,linea3,Marketables
part7dae10b,linec1,Marketables
part7db3578,line55,SpareParts
part7db3d52,line5f,Machines
part7db5696,linea3,Marketables
part7db94dd,linec1,Marketables
part7dbcf6e,line55,SpareParts
part7dbf75a,line49,Liquids
part7dbfd97,line7a,Machines
part7dc48e5,linea3,Marketables
part7dc95f2,linea3,Marketables
part7dcbce3,line60,Machines
part7dd5d86,linec1,Marketables
part7dd5ea9,linea3,Marketables
part7dd858b,line4c,Liquids
part7ddb73b,line94,Machines
part7ddc2b,linec1,Marketables
part7e098aa,linec8,Machines
part7e10853,line55,SpareParts
part7e144f4,line49,Liquids
part7e17973,line55,SpareParts
part7e18a46,line55,SpareParts
part7e19e74,linea3,Marketables
part7e1e625,line55,SpareParts
part7e40b34,linec1,Marketables
part7e45517,lined6,Liquids
part7e478c1,lined6,Liquids
part7e47c1e,linea3,Marketables
part7e48c07,line49,Liquids
part7e4bfbd,linea3,Marketables
part7e4cf9b,linec1,Marketables
part7e5a502,linea3,Marketables
part7e5f680,linea3,Marketables
part7e65ea,line55,SpareParts
part7e714b6,line4c,Liquids
part7e729ce,linef3,Machines
part7e740c1,lined6,Liquids
part7e78b03,line55,SpareParts
part7e7a0d3,line55,SpareParts
part7e7d0fe,linec1,Marketables
part7e886ac,line55,SpareParts
part7e8bfd5,line55,SpareParts
part7eac297,line49,Liquids
part7eb3c,lined6,Liquids
part7eb4cde,linec1,Marketables
part7eb6b40,linea3,Marketables
part7ec1b71,line49,Liquids
part7eca584,line55,SpareParts
part7ed2db9,linec1,Marketables
part7ed487,linea3,Marketables
part7ed68db,line55,SpareParts
part7ed6f7a,lined6,Liquids
part7ed9591,linea3,Marketables
part7edd958,linec1,Marketables
part7ee1676,linec1,Marketables
part7ee1a1d,linea3,Marketables
part7ee205d,linea3,Marketables
part7ee3e2a,linec1,Marketables
part7ee8a30,line71,Machines
part7eec410,linea3,Marketables
part7ef5923,lined6,Liquids
part7ef8165,line9b,Machines
part7ef94e3,line4c,Liquids
part7ef9db2,lined6,Liquids
part7ef9efc,linea3,Marketables
part7efa5cb,linec1,Marketables
part7efde29,line49,Liquids
part7eff317,line49,Liquids
part7f0083d,linea3,Marketables
part7f077cc,line49,Liquids
part7f14314,linea3,Marketables
part7f158bd,lined6,Liquids
part7f16bf1,line55,SpareParts
part7f1769d,line4c,Liquids
part7f1926a,linea3,Marketables
part7f2056c,linea3,Marketables
part7f239be,lined6,Liquids
part7f25c5d,line49,Liquids
part7f2f49b,line55,SpareParts
part7f3927f,linec8,Machines
part7f397fc,line55,SpareParts
part7f3cd96,line4c,Liquids
part7f3e9e,line9b,Machines
part7f4049c,linec1,Marketables
part7f43f81,line4b,Machines
part7f4b633,linec1,Marketables
part7f4db57,line4b,Machines
part7f53b8a,linea3,Marketables
part7f58e1c,linea3,Marketables
part7f5b005,linec1,Marketables
part7f7a40b,line49,Liquids
part7f7a881,line55,SpareParts
part7f7ba6f,line4b,Machines
part7f7df45,line49,Liquids
part7f7f838,line61,Machines
part7f7fa8d,lined6,Liquids
part7f94442,line55,SpareParts
part7f97760,lined6,Liquids
part7f98f6f,line49,Liquids
part7f994f4,linec1,Marketables
part7f9c6bc,lined6,Liquids
part7f9d6f0,line55,SpareParts
part7f9e212,line55,SpareParts
part7fa02f8,linec1,Marketables
part7fb08b6,line6d,Machines
part7fbf294,linea3,Marketables
part7fc0736,linea3,Marketables
part7fc8cc,line49,Liquids
part7fcdcef,lined6,Liquids
part7fd1a89,line49,Liquids
part7fdb443,line4c,Liquids
part7fde19e,line9b,Machines
part7fde776,line55,SpareParts
part7fe406,linea3,Marketables
part7ff2a91,linea3,Marketables
part8003ff,linea3,Marketables
part800c734,line4c,Liquids
part801cff2,line5f,Machines
part80269e5,linea3,Marketables
part8028d7f,line4c,Liquids
part802b6fc,line49,Liquids
part803a1bd,line49,Liquids
part803e534,linec1,Marketables
part803ee6b,line4c,Liquids
part8044e19,line94,Machines
part804d165,linea3,Marketables
part804f553,linea3,Marketables
part8050b85,linef3,Machines
part8052b23,line55,SpareParts
part8068532,linec1,Marketables
part806c92d,lined6,Liquids
part806cb42,line55,SpareParts
part80733ec,line55,SpareParts
part807452,line55,SpareParts
part8078115,linea3,Marketables
part8080cc5,linea3,Marketables
part8081816,line90,Machines
part808295d,linea3,Marketables
part808a1d9,line49,Liquids
part808ea5b,line9b,Machines
part80918a5,linec1,Marketables
part8096bf,line55,SpareParts
part8098f40,lined6,Liquids
part809bc29,line55,SpareParts
part80a59a3,line4c,Liquids
part80a9da8,linea3,Marketables
part80ac6c,linea3,Marketables
part80b500b,line55,SpareParts
part80b7de6,linea3,Marketables
part80bec54,line55,SpareParts
part80c6758,linea3,Marketables
part80c9805,line55,SpareParts
part80cfc0,line55,SpareParts
part80d75d9,linec1,Marketables
part80da763,linec1,Marketables
part80deb6b,line49,Liquids
part80e5569,linea3,Marketables
part80e6dd0,line4b,Machines
part80e90a5,line55,SpareParts
part80ed8a3,line55,SpareParts
part80f6ae9,line49,Liquids
part80fac47,line49,Liquids
part80facca,line55,SpareParts
part810091e,linea3,Marketables
part8100a77,line49,Liquids
part8109e3,line4b,Machines
part810d860,linea3,Marketables
part81149f9,linea3,Marketables
part8115f0f,linea3,Marketables
part81172e6,line49,Liquids
part811ae27,line49,Liquids
part811f423,linea3,Marketables
part812503e,lined6,Liquids
part81329e5,lined6,Liquids
part8133359,lined6,Liquids
part8133735,line55,SpareParts
part8147168,line9b,Machines
part814a9d6,lined6,Liquids
part814ba09,line4c,Liquids
part81581c5,line7a,Machines
part815914a,linea3,Marketables
part8159a2,linea3,Marketables
part8161826,lined6,Liquids
part81695a8,linea3,Marketables
part8175a49,lined6,Liquids
part817aa5a,line9b,Machines
part817c930,linea3,Marketables
part818ad45,line61,Machines
part818cc6b,line55,SpareParts
part8193b73,linec1,Marketables
part819515,linea3,Marketables
part819e8f9,line49,Liquids
part819ec9d,linef3,Machines
part81a027d,line49,Liquids
part81a59d6,line4c,Liquids
part81a6c3e,linea3,Marketables
part81a7fd3,line49,Liquids
part81a9683,linea3,Marketables
part81a969e,lined6,Liquids
part81ae65f,line60,Machines
part81c02,line55,SpareParts
part81c9941,linea3,Marketables
part81cc000,lined6,Liquids
part81d111f,linea3,Marketables
part81d1edf,line4c,Liquids
part81f1659,line4c,Liquids
part81fb09d,linea3,Marketables
part82020a9,linec1,Marketables
part8211a8,line55,SpareParts
part8213834,lined6,Liquids
part8222405,line55,SpareParts
part822b70f,lined6,Liquids
part8236456,line55,SpareParts
part8237f2a,lined6,Liquids
part824a85a,line49,Liquids
part824bb6,line4c,Liquids
part824cd88,line9b,Machines
part824f0c3,line4c,Liquids
part82521b8,line55,SpareParts
part82548d0,line55,SpareParts
part825873c,linea3,Marketables
part825877f,linec1,Marketables
part82589f4,line49,Liquids
part8259c7b,line55,SpareParts
part825bddf,linec1,Marketables
part825f090,line48,Machines
part82681b3,lineb8,Machines
part826b680,line55,SpareParts
part826bcda,line55,SpareParts
part826d1c5,linea3,Marketables
part82789f2,line55,SpareParts
part827d3e4,line4c,Liquids
part828376f,linea3,Marketables
part828467,line55,SpareParts
part82866e7,line55,SpareParts
part829d5cf,line49,Liquids
part829f811,linea3,Marketables
part82a8ea6,linea3,Marketables
part82a9e4e,line55,SpareParts
part82b2fe5,line55,SpareParts
part82ba4f4,line55,SpareParts
part82bf5ea,line49,Liquids
part82c5792,linea3,Marketables
part82c696e,line6d,Machines
part82cca41,line9b,Machines
part82d3136,lined6,Liquids
part82d5bf,line55,SpareParts
part82d77f4,line6d,Machines
part82d8f5a,lineb8,Machines
part82dcf51,linec1,Marketables
part82e074,line55,SpareParts
part82e3d12,line55,SpareParts
part82e69e9,line9b,Machines
part82e8820,line49,Liquids
part82f4424,line55,SpareParts
part82fecf4,line2f,Machines
part830d548,line49,Liquids
part830de9b,line49,Liquids
part8313bfb,line9b,Machines
part83260d5,line55,SpareParts
part832c640,line55,SpareParts
part83352f9,linec1,Marketables
part833b8d8,linea3,Marketables
part833e11a,line55,SpareParts
part8343d63,linec1,Marketables
part83500a0,linea3,Marketables
part835215f,line55,SpareParts
part8353995,linec1,Marketables
part835f0d1,line55,SpareParts
part83661a3,linea3,Marketables
part836838,line55,SpareParts
part836ad73,line9b,Machines
part8371389,line49,Liquids
part8382dda,linea3,Marketables
part838b2d8,line4b,Machines
part838b9b3,line4b,Machines
part8395ef5,linec1,Marketables
part8398d2e,line9b,Machines
part839cb33,line55,SpareParts
part839e12f,line4c,Liquids
part839e2ce,line49,Liquids
part839eae6,linec1,Marketables
part83a1a1b,line49,Liquids
part83a1c19,line55,SpareParts
part83a2a69,linea3,Marketables
part83a99f8,line60,Machines
part83b091f,linea3,Marketables
part83b0f2b,line49,Liquids
part83b214c,line49,Liquids
part83b98ea,linea3,Marketables
part83bb534,line49,Liquids
part83cbff1,lined6,Liquids
part83cc31b,line55,SpareParts
part83d93da,linec1,Marketables
part83de2a4,lined6,Liquids
part83de30e,line55,SpareParts
part83e1066,linec1,Marketables
part83e931c,lined6,Liquids
part83edfc7,lined6,Liquids
part83f5564,line55,SpareParts
part8402f82,linec8,Machines
part840487,line7a,Machines
part84093dc,lined6,Liquids
part840fdcd,line49,Liquids
part8415f47,line55,SpareParts
part841631b,line4b,Machines
part841ca81,linec1,Marketables
part842bf12,line55,SpareParts
part842d01f,line55,SpareParts
part8439b5f,linea3,Marketables
part843a5f2,linec1,Marketables
part843de4c,line94,Machines
part843e550,line9b,Machines
part844576f,line55,SpareParts
part845c329,lined6,Liquids
part845ec00,line4b,Machines
part846e280,linec1,Marketables
part8473bde,linec1,Marketables
part84778b6,line7a,Machines
part8477d46,line55,SpareParts
part847d20d,lined6,Liquids
part8484380,lined6,Liquids
part848ce98,line55,SpareParts
part8493df4,line4c,Liquids
part849d870,linea3,Marketables
part84a17be,linec1,Marketables
part84ac2ab,lineb8,Machines
part84ad55,line9b,Machines
part84af7c7,line60,Machines
part84b866,line55,SpareParts
part84bbe93,lined6,Liquids
part84bdc9,line49,Liquids
part84be510,line55,SpareParts
part84c4855,line55,SpareParts
part84cbd9d,linea3,Marketables
part84d8c9a,linea3,Marketables
part84e435d,line55,SpareParts
part84e7dc2,line55,SpareParts
part84eee7e,lined6,Liquids
part84f1fbc,line61,Machines
part84f2915,line55,SpareParts
part84fb301,linea3,Marketables
part85041b8,line49,Liquids
part85141bb,line49,Liquids
part8516c65,linea3,Marketables
part851d2b8,line55,SpareParts
part851fba4,line49,Liquids
part852d625,line4b,Machines
part852d84a,linec1,Marketables
part852f327,lined6,Liquids
part8532b5c,linec1,Marketables
part853aa7a,linec1,Marketables
part853caba,line55,SpareParts
part8545de7,linea3,Marketables
part854680d,line55,SpareParts
part85567bc,linea3,Marketables
part855ce1,line55,SpareParts
part855dd60,line61,Machines
part8575669,line55,SpareParts
part8582270,line55,SpareParts
part8582df8,line49,Liquids
part859412b,line55,SpareParts
part859c25c,line61,Machines
part85a4f50,line4b,Machines
part85a5145,linea3,Marketables
part85a5c9,linea3,Marketables
part85ad90b,linea3,Marketables
part85c9f6e,line49,Liquids
part85cfd6c,line55,SpareParts
part85d3a7b,linea3,Marketables
part85d4e70,lined6,Liquids
part85e66aa,line56,Machines
part85eb9ad,line61,Machines
part85ebdef,lined6,Liquids
part86005ae,lined6,Liquids
part86006a1,lined6,Liquids
part860b221,line55,SpareParts
part860de5d,lined6,Liquids
part8615c20,linea3,Marketables
part8618b33,line55,SpareParts
part861cfdc,line55,SpareParts
part8621840,linec1,Marketables
part8630e7d,linea3,Marketables
part8639893,line55,SpareParts
part8645ae8,line55,SpareParts
part864aef1,lined6,Liquids
part864dc4b,line49,Liquids
part8651014,linea3,Marketables
part86516ad,line9b,Machines
part86692d5,linea3,Marketables
part86695fe,linea3,Marketables
part866ed6a,linec1,Marketables
part8684c14,linea3,Marketables
part8689e03,line49,Liquids
part868bf03,lined6,Liquids
part869691a,line49,Liquids
part8697585,line4c,Liquids
part86a1baa,lined6,Liquids
part86a7e3f,lined6,Liquids
part86b1a95,line55,SpareParts
part86b9b08,line9b,Machines
part86bbd91,lined6,Liquids
part86c2e7d,line4c,Liquids
part86caae9,linea3,Marketables
part86d88e,linea3,Marketables
part86de16f,line55,SpareParts
part86e6e25,lined6,Liquids
part86e77a9,line39,Machines
part86e7d21,linec1,Marketables
part86ecb3d,line55,SpareParts
part86f3e2e,line9b,Machines
part8707c27,linec1,Marketables
part87098b1,linea3,Marketables
part870ff7e,line55,SpareParts
part8728c0a,linec1,Marketables
part872d110,line55,SpareParts
part872df99,line94,Machines
part873527a,line2f,Machines
part8756d03,line9b,Machines
part8756d17,line55,SpareParts
part875e24a,line94,Machines
part87615f6,lined6,Liquids
part87637c1,linea3,Marketables
part8766dce,linea3,Marketables
part876c11d,linec1,Marketables
part8775901,line55,SpareParts
part877a263,line55,SpareParts
part877a4d6,line4b,Machines
part87845ea,line55,SpareParts
part8794459,linea3,Marketables
part879c3ba,line55,SpareParts
part879ca68,line39,Machines
part879d4ed,line9b,Machines
part879e73a,line49,Liquids
part879f4a3,line9b,Machines
part87a1814,line49,Liquids
part87a5182,line49,Liquids
part87a9aac,line49,Liquids
part87ae5bc,line55,SpareParts
part87b4a75,line55,SpareParts
part87b4bbd,lined6,Liquids
part87b8669,line49,Liquids
part87c6127,linec1,Marketables
part87dc970,line55,SpareParts
part87e181c,linea3,Marketables
part87e4e86,line4c,Liquids
part87e5910,line55,SpareParts
part87f598,line55,SpareParts
part87fa5ab,line49,Liquids
part87fb4bb,linea3,Marketables
part87fb6b3,line9b,Machines
part87fd59e,line49,Liquids
part881105b,line55,SpareParts
part881b4f9,linea3,Marketables
part881bb2b,line4c,Liquids
part8823d46,linea3,Marketables
part8827285,line6d,Machines
part8829828,line6d,Machines
part882c46b,linec1,Marketables
part8835304,line4c,Liquids
part883ad2c,line4c,Liquids
part883ee4e,line4c,Liquids
part8841ef7,lined6,Liquids
part8843cdd,line49,Liquids
part8845557,line49,Liquids
part884f4a1,line2f,Machines
part885113,line55,SpareParts
part885213e,line55,SpareParts
part885a8a6,line49,Liquids
part8860dba,line55,SpareParts
part88623a4,line55,SpareParts
part88660c3,line6d,Machines
part886d6a2,line55,SpareParts
part886ea7,line55,SpareParts
part8872f9f,linea3,Marketables
part88743fb,line55,SpareParts
part887d8b8,linec1,Marketables
part8887407,line55,SpareParts
part8888b67,line55,SpareParts
part888a76e,lined6,Liquids
part8891de8,linea3,Marketables
part8894320,line4c,Liquids
part88979e7,line49,Liquids
part8898bc2,linea3,Marketables
part8899ee1,line55,SpareParts
part88a844d,line55,SpareParts
part88aab00,line71,Machines
part88ab3ea,line49,Liquids
part88ab8cd,linea3,Marketables
part88b2193,line9b,Machines
part88b54f1,lined6,Liquids
part88b8327,line2f,Machines
part88bfd7e,linec1,Marketables
part88c05bc,lined6,Liquids
part88c297,line4b,Machines
part88d09ab,linea3,Marketables
part88d0ae5,lined6,Liquids
part88da90,linea3,Marketables
part88dfb04,linea3,Marketables
part88e73b7,line4c,Liquids
part88e98ba,line55,SpareParts
part88fa41c,lined6,Liquids
part88ff439,linea3,Marketables
part8903a71,lined6,Liquids
part8905dbd,linea3,Marketables
part890c3c1,line49,Liquids
part890f8d3,line6d,Machines
part892d2c0,linec1,Marketables
part892e2e9,line49,Liquids
part894239f,linec1,Marketables
part8946fb0,line55,SpareParts
part895a745,linec1,Marketables
part8960bc0,line55,SpareParts
part897ac40,lined6,Liquids
part897c40a,linec1,Marketables
part897c69,line55,SpareParts
part898018c,line7a,Machines
part8981ccd,linec1,Marketables
part898d836,linea3,Marketables
part898e7d,linea3,Marketables
part899340a,lined6,Liquids
part8993b93,line55,SpareParts
part89987a3,line55,SpareParts
part899baea,line55,SpareParts
part899fc8b,line4c,Liquids
part89ab39e,linea3,Marketables
part89ae6f8,line9b,Machines
part89b1c2,line55,SpareParts
part89c134c,line4c,Liquids
part89cc96d,line55,SpareParts
part89ceca2,line55,SpareParts
part89d2a00,linec1,Marketables
part89e351f,line61,Machines
part89efb97,line55,SpareParts
part89f8dde,line49,Liquids
part89fd6cd,line55,SpareParts
part8a04976,line4c,Liquids
part8a07048,line55,SpareParts
part8a08e3c,line55,SpareParts
part8a0bfef,line60,Machines
part8a0ce5d,line55,SpareParts
part8a0d480,linec1,Marketables
part8a15c3e,linea3,Marketables
part8a1b7c7,line55,SpareParts
part8a24074,line55,SpareParts
part8a30b0d,line6d,Machines
part8a433c5,linea3,Marketables
part8a51fec,line49,Liquids
part8a53642,line49,Liquids
part8a56a70,linea3,Marketables
part8a56dee,line9b,Machines
part8a5d74e,linec1,Marketables
part8a66727,line4c,Liquids
part8a6705c,line55,SpareParts
part8a6f568,line49,Liquids
part8a724c9,line4c,Liquids
part8a74926,line55,SpareParts
part8a79c5c,line49,Liquids
part8a7ad98,linec1,Marketables
part8a7dae8,line55,SpareParts
part8a7dbf6,lined6,Liquids
part8a93e1d,linea3,Marketables
part8a940f2,linea3,Marketables
part8a9d16c,line55,SpareParts
part8a9dc37,line5f,Machines
part8a9f4c4,linec1,Marketables
part8aa4ac3,linea3,Marketables
part8aac619,line55,SpareParts
part8aacdcb,line2f,Machines
part8aafc7f,line4b,Machines
part8ab8d4,line49,Liquids
part8abe53f,line49,Liquids
part8ac0c78,line55,SpareParts
part8ac7767,line55,SpareParts
part8ac920c,line55,SpareParts
part8acd9d6,linea3,Marketables
part8acdaf4,linec1,Marketables
part8ad24,lined6,Liquids
part8ad8cbb,line55,SpareParts
part8adab1,linea3,Marketables
part8ade089,linea3,Marketables
part8ae42e7,line55,SpareParts
part8aed8bd,line55,SpareParts
part8aedfc7,linea3,Marketables
part8af536e,line55,SpareParts
part8af625,line2f,Machines
part8af7aa1,line4c,Liquids
part8afb89c,line49,Liquids
part8b01a98,line49,Liquids
part8b18598,line4c,Liquids
part8b23ef2,linea3,Marketables
part8b24bab,lined6,Liquids
part8b26be2,line6d,Machines
part8b29ef0,linea3,Marketables
part8b32399,lined6,Liquids
part8b426c2,line55,SpareParts
part8b47a13,line55,SpareParts
part8b4e101,linec1,Marketables
part8b4e7b0,lined6,Liquids
part8b50644,line49,Liquids
part8b52592,linea3,Marketables
part8b54432,line4c,Liquids
part8b5799b,line55,SpareParts
part8b5db90,linec1,Marketables
part8b64bc1,lined6,Liquids
part8b76ce,linea3,Marketables
part8b7b33b,line49,Liquids
part8b82e7d,linec1,Marketables
part8b8ec20,linea3,Marketables
part8b91eca,line2f,Machines
part8b91fc6,line49,Liquids
part8b97f6b,lined6,Liquids
part8b9e153,line55,SpareParts
part8ba2122,line55,SpareParts
part8ba6453,linea3,Marketables
part8bad3fb,line49,Liquids
part8bb654c,lined6,Liquids
part8bb7fc9,line9b,Machines
part8bba9ff,line55,SpareParts
part8bc1dd1,line55,SpareParts
part8bc22c7,linec1,Marketables
part8bc6e42,linea3,Marketables
part8bc724,line55,SpareParts
part8bc7c60,line55,SpareParts
part8bc94a3,line55,SpareParts
part8bcb4b6,line55,SpareParts
part8bcc1b0,line4b,Machines
part8bd48bd,line9b,Machines
part8bd9cd0,linec1,Marketables
part8bdf2bc,linec1,Marketables
part8be6c83,line55,SpareParts
part8be7835,linea3,Marketables
part8beff19,linec1,Marketables
part8bf53b8,line55,SpareParts
part8bf858f,line4b,Machines
part8bffc07,linea3,Marketables
part8c0185d,linec1,Marketables
part8c08005,linea3,Marketables
part8c0b928,linec1,Marketables
part8c0be4c,linea3,Marketables
part8c0d4d1,line55,SpareParts
part8c15cef,line4c,Liquids
part8c16649,line55,SpareParts
part8c1a026,line4b,Machines
